log_10(M200c) error_low error_up RA[deg] DEC[deg] redshift
13.898872695088386 0.1261261261261275 0.2387387387387374 184.67829 48.784998 0.044756158
13.701195521861315 0.11486486486486491 0.17342342342342398 187.32877 6.2686824 0.084325472
13.788022540330887 0.07207207207207134 0.25 227.90034 19.203921 0.081851486
14.355067332983017 0.1846846846846848 0.18018018018018012 199.0528 7.0301185 0.04943758
13.985402993559838 0.19819819819819884 0.20270270270270174 144.03445 11.01482 0.06805094
13.943868569374084 0.16441441441441462 0.218468468468469 215.43583 17.771282 0.05177118
14.17694328379631 0.2882882882882889 0.1463963963963959 226.96002 8.2783081 0.078287264
14.321344408035278 0.21396396396396433 0.16441441441441462 176.34244 15.495345 0.06830177
13.851927983403206 0.09684684684684619 0.25 203.72229 38.312051 0.061152491
14.208141701221466 0.28603603603603567 0.141891891891893 163.46181 54.831967 0.072101785
13.842981741428375 0.09234234234234151 0.25 207.10859 32.239393 0.08247409
14.171900275468825 0.2882882882882889 0.14414414414414445 209.1686 23.216078 0.06374557
14.006554253578186 0.21171171171171288 0.1959459459459456 178.11629 3.4670912 0.08051212
13.728727332115174 0.12387387387387427 0.17567567567567544 185.52276 27.04948 0.07981509
13.950753268957138 0.17117117117117076 0.21396396396396433 238.84804 28.999391 0.077127571
14.182658675670623 0.2882882882882871 0.14414414414414445 140.88048 22.308147 0.03119562
13.86138474369049 0.10135135135135087 0.24774774774774677 226.26847 21.386536 0.063525479
14.050262240171433 0.23423423423423273 0.18918918918918948 183.65043 5.4497726 0.078503624
14.23578250837326 0.27477477477477485 0.14189189189189122 214.3632 1.9884822 0.054387835
13.9944702129364 0.20270270270270174 0.2004504504504503 202.33914 37.659046 0.056154045
13.931952716827393 0.15315315315315203 0.22522522522522692 206.95225 56.042455 0.03513263
14.023920965313911 0.22072072072072046 0.19369369369369238 195.06361 24.396925 0.073067509
14.110801945447921 0.2725225225225216 0.16216216216216317 218.52386 3.7457819 0.02864973
13.955650983214378 0.17567567567567544 0.2117117117117111 204.69269 25.847638 0.076194269
14.342766997814179 0.19369369369369416 0.1779279279279269 227.34234 7.6145233 0.07681772
14.479648870706558 0.19369369369369416 0.13738738738738654 194.66403 -1.7159741 0.08363247
14.137860206365586 0.2837837837837842 0.15090090090090058 208.06197 46.418781 0.06247392
13.948219303488731 0.1689189189189193 0.21621621621621578 147.82134 5.5246236 0.07347362
14.25409119462967 0.2657657657657655 0.14414414414414445 198.04622 -0.96873308 0.084453095
13.984105173707007 0.19819819819819884 0.20270270270270174 227.25128 26.659293 0.072388578
13.895374572396278 0.12162162162162105 0.24099099099099064 137.12259 16.01235 0.072242085
14.153590219259263 0.28603603603603567 0.14864864864864913 129.80974 28.813058 0.08036518
13.757647280335426 0.0653153153153152 0.2432432432432421 203.52951 2.3381064 0.078898486
13.887517706632615 0.11711711711711814 0.2432432432432421 198.88035 9.8730123 0.05042014
14.11982761836052 0.2770270270270263 0.1576576576576585 218.23832 23.402141 0.065307638
14.031455628633498 0.22522522522522515 0.19144144144144093 181.18368 1.8113536 0.02029769
13.890990564227105 0.1193693693693696 0.24099099099099064 228.79632 3.8485262 0.07917549
14.077362916946411 0.25 0.17792792792792866 220.14322 3.4971455 0.02762006
14.100053240299225 0.26351351351351404 0.1689189189189193 149.12762 35.914916 0.04231939
14.187142690420151 0.2882882882882871 0.14414414414414445 222.18378 11.293062 0.05220264
13.980754347324371 0.19369369369369238 0.20270270270270352 243.71579 37.204658 0.059019545
13.950986793279647 0.17117117117117076 0.21396396396396433 221.35259 3.8864838 0.06439812
13.94818969142437 0.1689189189189193 0.21621621621621578 239.16223 25.848624 0.07226983
14.157093189477921 0.2882882882882889 0.1463963963963959 247.61767 24.595567 0.06323094
14.09470394206047 0.2612612612612626 0.17117117117117076 156.22928 47.799041 0.06261779
13.843557174444198 0.09234234234234151 0.25 232.81342 45.482381 0.07128708
13.813470329105854 0.07882882882882924 0.25225225225225145 148.76583 32.616516 0.0852741
14.016908965468406 0.21621621621621578 0.19369369369369416 209.51808 5.9626486 0.08217617
14.160385292291641 0.2882882882882889 0.1463963963963959 158.13959 40.111595 0.06811772
14.185969641685485 0.2882882882882889 0.14414414414414445 238.80762 41.581789 0.03395002
13.867591737985611 0.10585585585585555 0.24774774774774855 201.48874 6.0876007 0.08414466
13.880616857409477 0.11486486486486491 0.24324324324324387 156.57081 47.128398 0.062398739
14.044203675031662 0.22972972972972983 0.18918918918918948 231.2907 21.609825 0.0826487
14.231724443674088 0.2770270270270281 0.14189189189189122 167.85014 39.589499 0.07536338
14.071606373786926 0.24774774774774855 0.18018018018018012 197.32143 -1.5934228 0.082443141
14.247168505191803 0.2680180180180187 0.14414414414414445 181.61726 32.900292 0.027043545
13.750506715655327 0.06981981981981988 0.23648648648648596 183.09026 13.25054 0.064841714
14.466625569105148 0.1959459459459456 0.13738738738738832 146.84072 54.473843 0.046406425
13.868345686435699 0.10585585585585555 0.24774774774774855 173.64796 20.369678 0.03302159
13.887934225082397 0.11711711711711814 0.2432432432432421 135.38477 4.9157784 0.07604132
13.94791767668724 0.1689189189189193 0.21621621621621578 208.4237 33.214126 0.04926403
14.201144191265106 0.28603603603603744 0.14189189189189122 231.98579 3.4038097 0.08392401
13.9009385317564 0.12612612612612573 0.2387387387387392 232.22478 1.5343028 0.07465076
13.825049265384674 0.08558558558558538 0.25 139.07918 41.549948 0.026805105
14.119572754383087 0.2770270270270263 0.1576576576576585 216.11454 2.7357156 0.05521011
13.930574333190918 0.15090090090090058 0.22522522522522515 239.4985 19.726207 0.06594007
14.088648696422577 0.25675675675675613 0.17342342342342398 178.7038 52.817871 0.06973442
13.868884947419167 0.10585585585585555 0.24549549549549532 127.34916 26.601579 0.057042875
14.115192065715789 0.27477477477477485 0.15990990990990994 245.69637 23.938173 0.06268641
13.799980018377303 0.07207207207207311 0.25225225225225145 162.27547 57.849796 0.073465141
13.792098638355732 0.06981981981981988 0.25225225225225323 136.75284 37.021064 0.06012661
14.050802844762803 0.23423423423423273 0.18918918918918948 125.27327 35.805089 0.06179667
14.106308077573775 0.2702702702702702 0.16441441441441462 169.11242 29.273305 0.04691681
14.218859740495681 0.28153153153153276 0.14189189189189122 214.42343 8.2184441 0.05779099
14.108952455997468 0.2702702702702702 0.16441441441441285 223.2472 16.769719 0.04487038
13.831405136704445 0.08558558558558538 0.25225225225225323 223.96026 22.386876 0.07887389
13.860744896531104 0.10135135135135087 0.24774774774774677 228.06566 27.834874 0.07021321
14.013083819150925 0.21621621621621756 0.19369369369369238 164.99835 43.18911 0.076919145
14.217238137483596 0.281531531531531 0.141891891891893 176.82126 7.8806694 0.08318397
14.200588938713073 0.28603603603603744 0.14189189189189122 185.48701 13.738272 0.08203592
14.057943356752395 0.24099099099099064 0.1846846846846848 140.01125 33.75825 0.023263035
13.954829195737839 0.17567567567567544 0.2117117117117111 201.2601 -1.0090779 0.083021251
14.184892753124236 0.2882882882882889 0.14414414414414445 245.80952 37.928143 0.03086045
14.075789947271346 0.25 0.17792792792792866 225.55535 21.347011 0.06186754
13.872497118711472 0.108108108108107 0.24549549549549532 173.56585 54.174931 0.069535746
13.939952215790749 0.15990990990990994 0.22072072072072046 226.28948 26.040251 0.054860395
14.090058114767075 0.25900900900900936 0.17117117117117076 195.13893 -2.1870725 0.084709347
14.015855497837066 0.21621621621621578 0.19369369369369416 213.94673 29.460304 0.06747419
14.017818034768105 0.21846846846846724 0.1959459459459474 182.23265 53.323494 0.08173537
14.194921864032745 0.2882882882882889 0.14189189189189122 177.28071 11.009332 0.08383282
14.137872219800949 0.2837837837837842 0.15090090090090058 233.1537 28.036133 0.073355675
13.848651397943497 0.09684684684684797 0.25 131.25064 52.393756 0.056577645
14.326441634893417 0.20720720720720642 0.1689189189189193 149.90815 11.497157 0.07717135
13.963356996059417 0.18468468468468302 0.2072072072072082 187.7608 28.862884 0.06214824
14.184949131965638 0.2882882882882889 0.14414414414414445 170.81148 1.1664224 0.073739645
13.907888409495353 0.13288288288288364 0.23648648648648596 208.26299 19.812097 0.070728482
13.8558787702322 0.09909909909909942 0.24774774774774855 209.81165 15.582537 0.024829775
13.670048056155442 0.10135135135135265 0.17567567567567544 194.95193 22.709501 0.07449622
13.998429324865342 0.20720720720720642 0.19819819819819884 213.25861 8.3224185 0.08361053
14.114554615974425 0.27477477477477485 0.15990990990990994 178.97615 36.162626 0.064226475
13.635810509622097 0.08558558558558538 0.18018018018018012 220.95087 10.364191 0.05529196
13.864399668097496 0.1036036036036041 0.24774774774774677 131.3975 3.0288816 0.076827238
13.771479736864567 0.06756756756756666 0.24549549549549532 228.77562 10.246671 0.05671375
13.900413049340248 0.12612612612612573 0.2387387387387392 164.87733 53.832973 0.07150822
13.857069443941116 0.09909909909909942 0.24774774774774855 135.82935 54.028995 0.083102978
14.084638685464858 0.2545045045045047 0.17567567567567544 155.41337 23.859762 0.03944341
13.906311408996581 0.12837837837837895 0.2387387387387392 215.41628 49.510676 0.07187306
13.958268937349319 0.1779279279279269 0.2117117117117111 233.1334 4.6809978 0.03827569
13.790983680903912 0.06981981981981988 0.25225225225225323 131.97579 31.869965 0.06730606
13.885901056528091 0.11711711711711636 0.24324324324324387 198.82566 22.219027 0.062795185
14.05259210896492 0.23648648648648596 0.18693693693693803 170.71051 23.986273 0.025923
13.90070764195919 0.12612612612612573 0.2387387387387392 167.65017 7.7855409 0.04682575
13.959801704168319 0.18018018018018012 0.20945945945945965 122.70011 42.320136 0.06364435
14.185785857200623 0.2882882882882889 0.14414414414414445 135.59292 20.624431 0.08252293
14.02326449429989 0.22072072072072046 0.19369369369369238 160.63481 12.449807 0.06395689
13.828497938036918 0.08783783783783683 0.25 179.69453 13.716114 0.04361771
14.116034060001374 0.27477477477477485 0.15990990990990994 164.95336 10.056682 0.06360472
13.734391153156757 0.12162162162162105 0.17792792792792866 209.42242 22.856396 0.078601757
13.803598644256592 0.07657657657657779 0.25225225225225145 215.13166 25.221697 0.078924545
14.255464994192124 0.2657657657657655 0.14414414414414445 179.49462 5.0172368 0.075797735
13.87478383398056 0.10810810810810878 0.24549549549549532 173.52493 25.558883 0.07102586
13.840447934031486 0.09009009009009006 0.25 125.12072 49.351742 0.07687559
14.165275445461273 0.29054054054054035 0.14414414414414445 190.47107 -2.037052 0.08389463
14.066246537446975 0.24324324324324387 0.18243243243243334 236.22901 16.918148 0.04958802
13.809962353289126 0.07882882882882924 0.25 168.87183 41.332341 0.072511757
13.628035788357257 0.08333333333333393 0.18018018018018012 179.13667 54.451324 0.06465628
14.101427777528762 0.26351351351351227 0.1689189189189193 241.21671 23.940806 0.0321142
14.123637458086014 0.27927927927927954 0.15540540540540526 253.57898 23.490269 0.05694935
13.902128652215003 0.12612612612612573 0.2387387387387392 239.35435 12.290298 0.071867039
13.750375648021699 0.06981981981981988 0.23648648648648596 236.88827 27.919068 0.07621499
14.498077533245088 0.18918918918918948 0.13738738738738654 205.46085 26.352952 0.0753551
13.886719524502753 0.11711711711711636 0.24324324324324387 243.49675 49.118657 0.05789125
13.897791670322418 0.12387387387387427 0.2387387387387392 205.19564 7.1845781 0.07961722
14.07516277217865 0.24774774774774677 0.18018018018018012 188.92517 26.724723 0.02348482
13.865906721949576 0.1036036036036041 0.24774774774774677 210.63478 25.770245 0.060148338
13.924715649485588 0.14414414414414445 0.22972972972972983 172.19226 50.973792 0.03267463
13.750306715667248 0.06981981981981988 0.23648648648648596 212.87357 28.128995 0.074730265
14.020796813488007 0.22072072072072046 0.19369369369369416 239.66934 17.959114 0.04601613
13.826590884208679 0.08558558558558538 0.25 215.22346 49.908055 0.071785932
13.69042126840353 0.108108108108107 0.1756756756756772 184.9529 30.366086 0.02744479
14.028579122185707 0.22522522522522692 0.19144144144144093 119.00361 41.213094 0.07425812
13.908672365188599 0.13288288288288364 0.23648648648648596 193.24342 45.032873 0.07800787
14.196373592853545 0.28603603603603744 0.14189189189189122 157.09517 3.7645494 0.0732235
13.82227721786499 0.08333333333333393 0.25 130.24898 30.197294 0.05030937
13.730609608232974 0.12162162162162282 0.1779279279279269 232.23725 21.048228 0.039110745
14.100677464723587 0.26351351351351227 0.1689189189189193 198.43042 33.980766 0.03649733
14.044748389482498 0.2342342342342345 0.18693693693693625 116.39888 33.962971 0.062637275
14.03174819266796 0.22522522522522515 0.19144144144144093 181.30764 43.155366 0.052457323
13.892267018079757 0.1193693693693696 0.24099099099099064 188.49105 5.6043122 0.08112645
14.176367745399475 0.2882882882882889 0.1463963963963959 177.02805 54.632983 0.05989939
13.952919349312783 0.17342342342342398 0.21396396396396433 248.01197 13.658292 0.05258118
13.629108873322606 0.08333333333333393 0.18018018018018012 134.52183 22.776099 0.03717566
14.058511940002441 0.24099099099099064 0.1846846846846848 239.17225 20.171583 0.04914843
13.957038956522942 0.1779279279279269 0.2117117117117111 179.48806 -2.525895 0.081382265
13.980617035865784 0.19369369369369238 0.20270270270270352 217.70168 -1.7892053 0.05490002
13.77374222767353 0.06756756756756666 0.24774774774774855 176.12229 23.115923 0.050375384
13.928968352913856 0.14864864864864913 0.22747747747747837 203.44065 9.9318779 0.071173195
13.928024507880211 0.14864864864864913 0.22747747747747837 179.46538 33.682116 0.079378245
14.056511070728302 0.2387387387387374 0.18693693693693803 186.18913 31.947573 0.060685265
13.82878283560276 0.08783783783783683 0.25 152.56052 11.101714 0.077393955
13.843083723902701 0.09234234234234151 0.25 206.13517 2.0879014 0.072168275
14.111927836179733 0.2725225225225234 0.1621621621621614 173.9478 13.675783 0.080158363
13.908269361853598 0.13288288288288364 0.23648648648648596 179.09744 43.910517 0.07137376
13.606271755455062 0.07432432432432456 0.18243243243243157 218.27061 31.530469 0.01302967
14.3006434674263 0.2342342342342345 0.1531531531531538 227.42187 8.8036334 0.07925884
14.081809310674668 0.25225225225225323 0.17567567567567544 203.22992 25.834933 0.07444479
13.843079851150513 0.09234234234234151 0.25 116.97816 22.808667 0.07534539
13.99594491481781 0.20720720720720642 0.19819819819819884 184.14103 14.22071 0.025680165
13.95442735159397 0.17567567567567544 0.2117117117117111 173.01442 57.078613 0.068056494
13.625217173956335 0.0810810810810807 0.18243243243243157 168.67781 31.044377 0.02802408
13.47593428915739 0.1351351351351351 0.0878378378378386 196.9835 14.623427 0.06183667
14.00781995856762 0.21171171171171288 0.1959459459459456 222.10443 18.325764 0.04005688
13.982304343938827 0.19819819819819706 0.20045045045045207 139.2994 20.006579 0.0289594
13.702104459434747 0.11486486486486491 0.17342342342342398 185.6919 19.770325 0.06729165
14.038903853178024 0.22972972972972983 0.18918918918918948 196.08457 7.9121581 0.04746864
14.039466640472412 0.22972972972972983 0.18918918918918948 188.39972 6.9640472 0.08415171
14.039440084457397 0.22972972972972983 0.18918918918918948 172.43935 36.630392 0.062587559
13.76086175686121 0.06756756756756666 0.24324324324324387 119.18076 44.092568 0.049077617
13.915518495321274 0.13738738738738832 0.23198198198198128 229.70763 56.946331 0.06799807
13.752138158619404 0.06756756756756843 0.2387387387387374 142.86205 0.5969327 0.07229539
14.026104038357735 0.22072072072072046 0.19369369369369416 141.01799 4.0178061 0.08356708
14.15912472462654 0.2882882882882889 0.1463963963963959 206.19911 29.722472 0.0623078
13.874833468437195 0.10810810810810878 0.24549549549549532 123.53683 45.990837 0.048982045
13.76034182012081 0.06756756756756666 0.24099099099099064 203.20781 32.620451 0.03641104
13.82802280139923 0.08558558558558538 0.25 168.00473 27.542005 0.034341339
14.138101160049438 0.2837837837837842 0.15090090090090058 209.1454 5.7021178 0.080189492
13.751800228059292 0.06756756756756843 0.2387387387387374 222.45654 17.670599 0.07076713
14.240399988174438 0.2725225225225216 0.141891891891893 189.42105 15.259575 0.071955805
13.770308743059635 0.06756756756756666 0.24549549549549532 149.71916 26.206363 0.0795047
13.959595947742462 0.18018018018018012 0.20945945945945965 236.59232 8.4695931 0.070008088
14.054909437417983 0.23648648648648596 0.18693693693693625 174.22991 32.886276 0.07434222
14.14395871090889 0.28603603603603567 0.15090090090090058 168.98504 8.4323844 0.07489552
13.75952804160118 0.06756756756756666 0.24099099099099064 136.29722 18.399712 0.01380474
13.85289930653572 0.09684684684684619 0.25 237.85211 52.829072 0.066432624
13.724124921798706 0.12162162162162105 0.17342342342342398 201.07048 59.037434 0.074581711
14.078824182748795 0.25 0.1779279279279269 154.23181 13.76945 0.08230807
14.064403845071793 0.24099099099099064 0.1846846846846848 198.3677 38.931022 0.070760695
14.085676056146621 0.25675675675675613 0.17342342342342398 212.99828 52.807763 0.076560905
13.826144648313521 0.08558558558558538 0.25 200.0025 7.5330828 0.050279322
14.033771982312203 0.22522522522522515 0.1914414414414427 171.61113 35.332861 0.03442608
14.185770735025406 0.2882882882882889 0.14414414414414445 218.39998 18.826914 0.076403175
13.731993524372577 0.12387387387387427 0.17567567567567544 180.97287 60.862275 0.065406267
13.659208044946194 0.09459459459459474 0.1779279279279269 215.52398 23.660763 0.01547667
13.956881069421769 0.1779279279279269 0.2117117117117111 155.734 17.804 0.04283588
13.930744312763213 0.15090090090090058 0.22522522522522515 222.36442 27.799729 0.03095685
14.037415425419807 0.22747747747747837 0.19144144144144093 230.86213 28.625707 0.08404596
