log_10(M200c) error_low error_up RA[deg] DEC[deg] redshift
14.902677601337434 0.12162162162162105 0.09009009009009006 230.65973 27.743846 0.07317685
14.844600123405456 0.12837837837837895 0.09909909909909764 194.93502 27.912461 0.023372245
14.791545315265655 0.13738738738738832 0.108108108108107 209.83093 27.968947 0.075065085
14.883487402915955 0.12387387387387427 0.09234234234234151 227.73192 5.8229001 0.07835649
14.832858360290528 0.12837837837837895 0.10135135135135087 240.54984 15.91987 0.03702969
14.76915606546402 0.14414414414414445 0.108108108108107 257.40317 34.467814 0.08488568
14.528041254043579 0.18243243243243334 0.13963963963963977 247.18045 39.56877 0.03034889
14.682346033096314 0.15990990990990994 0.12162162162162105 184.43175 3.6476464 0.07724202
13.913958988070489 0.13738738738738832 0.23198198198198128 213.17228 26.428982 0.07127476
14.11867153596878 0.2770270270270263 0.1576576576576585 165.23643 10.504218 0.03584926
13.891275461792945 0.1193693693693696 0.24099099099099064 131.22581 19.375117 0.084022769
14.50368422460556 0.18918918918918948 0.13738738738738654 197.79643 39.277343 0.07267435
14.050095158576966 0.23423423423423273 0.18918918918918948 210.76047 9.3943204 0.023200606
14.740356067180635 0.15540540540540704 0.108108108108107 204.02885 59.176196 0.07068904
14.61612386751175 0.16441441441441462 0.13963963963963977 190.28372 18.555141 0.07202004
13.982785829782486 0.19819819819819706 0.20045045045045207 190.03243 13.484896 0.073757672
14.172096336841584 0.2882882882882889 0.14414414414414445 227.17532 27.174162 0.081162882
14.408397501707077 0.17567567567567544 0.17342342342342398 159.86889 5.1836588 0.068807715
14.091338125228882 0.25900900900900936 0.17117117117117076 219.74962 10.121618 0.054735214
14.434633369207383 0.19369369369369416 0.1463963963963959 176.19406 20.048701 0.02193271
14.468407351255417 0.19369369369369416 0.13738738738738654 168.34755 2.5118783 0.0764785
14.347613997459412 0.18918918918918948 0.18018018018018012 127.20284 30.451942 0.0493608
14.537455361366272 0.18243243243243334 0.13963963963963977 205.59386 2.2539373 0.07791627
14.60832377576828 0.16666666666666607 0.13963963963963977 215.55504 48.599919 0.071758545
14.44264654135704 0.1959459459459474 0.14189189189189122 184.70342 5.2626152 0.07645678
14.366430989027023 0.17792792792792866 0.18243243243243157 118.34794 29.338963 0.060878935
14.453971627950668 0.1959459459459456 0.13963963963963977 230.3329 30.620288 0.07771371
14.687111994743347 0.15990990990990994 0.12162162162162105 207.21034 26.585402 0.062841265
14.60454259967804 0.16666666666666607 0.13963963963963977 236.23303 36.101437 0.06603753
14.433543834924699 0.19369369369369416 0.1463963963963959 230.66703 8.4610577 0.0338736
13.941320509195327 0.1621621621621614 0.22072072072072046 224.42832 32.450642 0.084777636
14.29857889533043 0.2342342342342345 0.1531531531531538 229.51547 26.865018 0.08492102
14.419343743562699 0.18018018018018012 0.16441441441441462 167.63397 28.597326 0.03324915
13.730934234440326 0.12162162162162282 0.1779279279279269 183.96967 1.4129077 0.074723419
14.27089630460739 0.25675675675675613 0.14639639639639768 230.2177 48.660727 0.07352127
14.335559094667435 0.19819819819819884 0.17342342342342398 176.82598 55.724739 0.05160259
14.387670690059661 0.1734234234234222 0.18018018018018012 237.24476 8.8379874 0.07182078
14.122050472736358 0.2770270270270281 0.1576576576576567 189.83627 16.395824 0.070289513
13.996979150414466 0.20720720720720642 0.19819819819819884 227.33676 5.3392945 0.076081905
14.452859805583953 0.1959459459459456 0.13963963963963977 227.76994 5.3015737 0.080401991
14.263875558137894 0.2612612612612608 0.14414414414414445 228.18335 7.4595803 0.04488796
14.449075415372848 0.1959459459459456 0.13963963963963977 163.48212 16.86179 0.08399262
14.211692883253097 0.2837837837837842 0.141891891891893 124.8685 56.664181 0.04370622
14.139769130706787 0.28603603603603567 0.15090090090090058 188.57705 4.0368381 0.08427877
14.431693397045136 0.19369369369369416 0.1463963963963959 207.96372 9.5125969 0.06494738
14.339858639955521 0.19369369369369238 0.17567567567567544 155.57598 38.544323 0.05429697
14.359780498743056 0.18243243243243334 0.18018018018018012 180.08352 56.286138 0.064731565
14.15593737053871 0.2882882882882871 0.1463963963963959 173.54403 49.105356 0.03282856
13.977827152609825 0.19369369369369416 0.20270270270270352 252.32129 26.64754 0.05543819
14.270626213073731 0.25675675675675613 0.14639639639639768 205.60538 29.870782 0.04322201
14.105103994131088 0.2702702702702702 0.16441441441441462 178.36108 12.973625 0.083545058
14.13751713848114 0.2837837837837842 0.15090090090090058 175.92399 15.516432 0.067162354
14.046807112932205 0.2342342342342345 0.18693693693693625 162.44387 15.509314 0.085399045
14.339839302539826 0.19369369369369238 0.17567567567567544 167.93263 40.862095 0.07540007
14.482948929786682 0.19144144144144093 0.13738738738738832 199.8191 -0.91700515 0.082999685
14.740733015060425 0.15540540540540704 0.108108108108107 173.17745 14.437859 0.08125507
13.836171361804007 0.0878378378378386 0.25225225225225145 156.86095 41.359074 0.06405482
14.3721707239151 0.1779279279279269 0.18018018018018012 182.04871 15.035047 0.08011542
14.398442473649979 0.17342342342342398 0.1779279279279269 234.91268 21.782717 0.041501675
14.228498045921325 0.27927927927927954 0.14189189189189122 158.02464 40.290522 0.07739437
13.991141358494758 0.20270270270270352 0.2004504504504503 168.78076 2.7517512 0.077038029
13.967478078603744 0.1846846846846848 0.20720720720720642 155.54126 15.000146 0.044705349
14.527826382160187 0.1846846846846848 0.13738738738738654 208.28199 5.1424206 0.079000255
13.654005199968815 0.09459459459459474 0.17792792792792866 199.36213 -1.4578059 0.081403646
14.319884881019592 0.21621621621621756 0.16441441441441285 208.60582 5.3789607 0.079684893
14.481626081943512 0.19144144144144093 0.13738738738738832 196.00249 19.285995 0.06390215
14.037520121455193 0.22972972972972983 0.18918918918918948 148.88654 26.273363 0.08190238
14.19774112224579 0.28603603603603567 0.14189189189189122 131.87115 33.86408 0.074239831
14.04319934129715 0.22972972972972983 0.18918918918918948 191.77102 54.979246 0.08327603
13.97898513185978 0.19369369369369416 0.20270270270270352 232.76928 28.951619 0.085092416
14.286678323030472 0.24549549549549532 0.14864864864864913 231.87262 28.751511 0.06603792
14.209192929506301 0.2837837837837842 0.14189189189189122 168.76618 54.441716 0.07014193
14.343524898052216 0.19144144144144093 0.17792792792792866 232.31694 52.895768 0.073071265
14.335386638641356 0.19819819819819884 0.17342342342342398 170.44123 2.8335365 0.048904655
14.062609311819076 0.24099099099099064 0.1846846846846848 200.51849 39.862006 0.063176258
14.321214631319046 0.21396396396396433 0.16441441441441462 173.0381 56.028951 0.05842189
13.827868418216704 0.08558558558558538 0.25 187.74957 45.091823 0.065699825
14.225441785812379 0.27927927927927776 0.13963963963963977 184.38903 4.1650135 0.078973716
14.092176115036011 0.25900900900900936 0.1734234234234222 167.31001 41.548274 0.076707712
14.2040370054245 0.28378378378378244 0.14414414414414445 201.80062 1.3149722 0.080484095
14.343879873991012 0.19144144144144093 0.17792792792792866 230.47977 7.6908812 0.04419582
13.817415306806565 0.0810810810810807 0.25225225225225145 222.83362 30.663833 0.05337658
14.25480446600914 0.2657657657657655 0.14414414414414445 209.76536 28.022731 0.064067175
14.588411717414855 0.1689189189189193 0.13963963963963977 207.36329 28.079046 0.07535083
13.950773475766182 0.17117117117117076 0.21396396396396433 177.54434 6.581366 0.081632399
14.242218548297881 0.2725225225225216 0.141891891891893 226.07642 28.507085 0.05778994
14.107252871036529 0.2702702702702702 0.16441441441441285 229.1735 7.0293136 0.03491567
14.077533739566803 0.25 0.17792792792792866 116.68906 31.003224 0.058067105
14.195257924079895 0.28603603603603744 0.14189189189189122 122.52635 35.26521 0.08374395
14.247054061412811 0.2680180180180187 0.14414414414414445 134.51772 30.349632 0.0848695
14.052145873069763 0.23648648648648596 0.18693693693693803 195.52748 -0.85291993 0.084884171
14.206386738538741 0.28603603603603567 0.141891891891893 226.50213 27.307849 0.08128102
14.351402708292007 0.18693693693693625 0.18018018018018012 189.08119 16.546318 0.07000714
14.029873332738877 0.22522522522522692 0.19144144144144093 170.77561 56.006283 0.058340311
13.708177092939614 0.11711711711711636 0.17567567567567544 224.99537 25.451331 0.07262307
14.28505013370514 0.24549549549549532 0.14864864864864913 182.6211 5.3637992 0.0764024
13.871614131212235 0.108108108108107 0.24549549549549532 130.15778 28.515243 0.080358014
14.106576219558715 0.2702702702702702 0.16441441441441462 209.55182 20.628647 0.06378332
14.210204060316086 0.2837837837837842 0.14189189189189122 229.78662 4.4794591 0.03799313
13.909419700980186 0.13288288288288186 0.23648648648648773 224.02932 47.428734 0.08533963
14.047882368087768 0.2342342342342345 0.18693693693693625 232.42761 11.578027 0.073783575
14.0070837931633 0.21171171171171288 0.1959459459459456 140.25171 6.8716399 0.078915928
14.017235093355179 0.21621621621621578 0.19369369369369416 194.83318 30.02488 0.08393214
14.185415706396103 0.2882882882882889 0.14414414414414445 223.67306 18.635658 0.05842299
14.047203450918197 0.2342342342342345 0.18693693693693625 182.65695 36.632548 0.083022397
13.963234622359275 0.18018018018018012 0.20945945945945788 167.08354 44.00857 0.05872959
14.583418870449066 0.17117117117117076 0.14189189189189122 244.3978 35.062466 0.031750145
14.165413916110992 0.29054054054054035 0.14414414414414445 211.50392 6.2440337 0.08373633
14.101573940992354 0.26351351351351227 0.1689189189189193 243.26635 30.893956 0.05070968
13.948836967945098 0.1689189189189193 0.21621621621621578 177.05901 29.108076 0.05123922
14.136861510515214 0.2837837837837842 0.15090090090090058 179.12898 4.9742981 0.073474225
14.210920809268952 0.2837837837837842 0.141891891891893 246.95006 40.967925 0.029824495
14.01829693877697 0.21846846846846724 0.1959459459459474 197.10188 -1.2949811 0.085309686
13.877717535972595 0.11036036036036023 0.24549549549549532 213.75959 16.907188 0.04340802
13.90169943535328 0.12612612612612573 0.2387387387387392 180.8843 51.726366 0.06205153
13.986030827283859 0.19819819819819706 0.20270270270270352 201.5907 0.20672358 0.08283941
13.6617614005208 0.09684684684684619 0.18018018018018012 174.87613 23.696134 0.034123385
13.971644843816756 0.18918918918918948 0.20495495495495497 227.51293 3.2152069 0.04508682
14.078951061487198 0.25 0.1779279279279269 159.22639 50.121513 0.044789025
14.060957464456559 0.24099099099099242 0.1846846846846848 122.75859 35.971131 0.081847747
13.960520903229714 0.18018018018018012 0.20945945945945965 159.92731 44.738136 0.04988385
14.099959609270096 0.26351351351351404 0.1689189189189193 155.62879 2.3125534 0.07163299
13.949659572124482 0.1689189189189193 0.21621621621621578 250.42616 40.197708 0.030607592
14.29129253602028 0.24324324324324387 0.15090090090090058 133.53532 29.051822 0.084720555
13.892574230074882 0.1193693693693696 0.24099099099099064 180.12414 11.992278 0.04149249
14.201231394052506 0.28603603603603744 0.14189189189189122 216.68093 16.673934 0.05278399
